age,gender,weight_kg,activity_level,purpose,lean_body_mass_kg,bmr,protein_need_per_lean_kg_sedentary,protein_need_per_lean_kg_active,protein_need_per_lean_kg_very_active,protein_per_kg_min,protein_per_kg_moderate,protein_per_kg_max,activity_protein_multiplier,adjusted_protein_need,age_protein_factor,protein_for_age_group,gender_protein_base,protein_gender_adjusted,purpose_protein_multiplier,protein_for_purpose,lean_to_total_ratio,muscle_mass_score,bmr_per_kg,protein_metabolic_need,training_intensity,recovery_protein_need,protein_g
63,Female,53.3,moderately_active,weight_loss,34.3,1060,54.88,75.46,89.18,42.64,63.96,106.6,1.4,96.04,1.2,76.752,1.2,63.96,1.3,89.18,0.643527205,22.07298311,19.88742964,10.6,0,61.74,117
42,Female,62.5,moderately_active,maintain,41.9,1270,67.04,92.18,108.94,50,75,125,1.4,117.32,1,75,1.2,75,1,83.8,0.6704,28.08976,20.32,12.7,2,92.18,80
55,Female,43,moderately_active,muscle_gain,30.9,999,49.44,67.98,80.34,34.4,51.6,86,1.4,86.52,1.2,61.92,1.2,51.6,1,61.8,0.718604651,22.20488372,23.23255814,9.99,2,67.98,82
39,Female,49.3,lightly_active,muscle_gain,35.7,1127,57.12,78.54,92.82,39.44,59.16,98.6,1.1,78.54,1,59.16,1.2,59.16,1,71.4,0.724137931,25.85172414,22.86004057,11.27,1,71.4,102
17,Female,58.2,moderately_active,weight_gain,43.7,1336,69.92,96.14,113.62,46.56,69.84,116.4,1.4,122.36,1,69.84,1.2,69.84,1.5,131.1,0.750859107,32.81254296,22.95532646,13.36,4,113.62,92
33,Male,75.3,moderately_active,weight_gain,59,1662,94.4,129.8,153.4,60.24,90.36,150.6,1.4,165.2,1,90.36,1.4,105.42,1.5,177,0.783532537,46.22841965,22.07171315,16.62,4,153.4,124
53,Male,78.1,sedentary,weight_gain,57.2,1610,91.52,125.84,148.72,62.48,93.72,156.2,0.8,91.52,1.2,112.464,1.4,109.34,1.5,171.6,0.732394366,41.89295775,20.61459667,16.1,0,102.96,124
25,Male,73.2,sedentary,weight_loss,56.9,1621,91.04,125.18,147.94,58.56,87.84,146.4,0.8,91.04,1,87.84,1.4,102.48,1.3,147.94,0.777322404,44.22964481,22.14480874,16.21,0,102.42,166
66,Male,57.5,lightly_active,weight_loss,44.4,1321,71.04,97.68,115.44,46,69,115,1.1,97.68,1.2,82.8,1.4,80.5,1.3,115.44,0.772173913,34.28452174,22.97391304,13.21,0,79.92,116
38,Female,61.8,moderately_active,maintain,38.6,1194,61.76,84.92,100.36,49.44,74.16,123.6,1.4,108.08,1,74.16,1.2,74.16,1,77.2,0.624595469,24.10938511,19.32038835,11.94,2,84.92,83
16,Male,55.8,lightly_active,weight_loss,49.4,1492,79.04,108.68,128.44,44.64,66.96,111.6,1.1,108.68,1,66.96,1.4,78.12,1.3,128.44,0.885304659,43.73405018,26.73835125,14.92,0,88.92,108
32,Male,56.6,moderately_active,muscle_gain,48.8,1466,78.08,107.36,126.88,45.28,67.92,113.2,1.4,136.64,1,67.92,1.4,79.24,1,97.6,0.862190813,42.07491166,25.90106007,14.66,2,107.36,122
56,Female,74.1,sedentary,maintain,45.1,1346,72.16,99.22,117.26,59.28,88.92,148.2,0.8,72.16,1.2,106.704,1.2,88.92,1,90.2,0.608636977,27.44952767,18.16464238,13.46,0,81.18,89
18,Female,48,moderately_active,maintain,38.4,1233,61.44,84.48,99.84,38.4,57.6,96,1.4,107.52,1,57.6,1.2,57.6,1,76.8,0.8,30.72,25.6875,12.33,2,84.48,55
28,Male,83.3,lightly_active,maintain,64.1,1775,102.56,141.02,166.66,66.64,99.96,166.6,1.1,141.02,1,99.96,1.4,116.62,1,128.2,0.769507803,49.32545018,21.30852341,17.75,1,128.2,98
36,Male,46.4,moderately_active,maintain,41.3,1322,66.08,90.86,107.38,37.12,55.68,92.8,1.4,115.64,1,55.68,1.4,64.96,1,82.6,0.890086207,36.76056034,28.49137931,13.22,2,90.86,59
31,Male,60.4,very_active,weight_loss,51.2,1509,81.92,112.64,133.12,48.32,72.48,120.8,1.7,174.08,1,72.48,1.4,84.56,1.3,133.12,0.847682119,43.4013245,24.98344371,15.09,0,92.16,118
59,Female,73.2,sedentary,weight_loss,44.4,1326,71.04,97.68,115.44,58.56,87.84,146.4,0.8,71.04,1.2,105.408,1.2,87.84,1.3,115.44,0.606557377,26.93114754,18.1147541,13.26,0,79.92,161
50,Male,73.8,lightly_active,maintain,53.8,1534,86.08,118.36,139.88,59.04,88.56,147.6,1.1,118.36,1.2,106.272,1.4,103.32,1,107.6,0.72899729,39.2200542,20.78590786,15.34,1,107.6,90
26,Female,38,sedentary,maintain,30.7,1054,49.12,67.54,79.82,30.4,45.6,76,0.8,49.12,1,45.6,1.2,45.6,1,61.4,0.807894737,24.80236842,27.73684211,10.54,0,55.26,50
44,Male,70.4,sedentary,muscle_gain,56.5,1608,90.4,124.3,146.9,56.32,84.48,140.8,0.8,90.4,1,84.48,1.4,98.56,1,113,0.802556818,45.34446023,22.84090909,16.08,0,101.7,130
32,Male,50.5,sedentary,weight_gain,44.6,1388,71.36,98.12,115.96,40.4,60.6,101,0.8,71.36,1,60.6,1.4,70.7,1.5,133.8,0.883168317,39.38930693,27.48514851,13.88,0,80.28,76
29,Female,65.9,extra_active,muscle_gain,47.6,1418,76.16,104.72,123.76,52.72,79.08,131.8,0.8,76.16,1,79.08,1.2,79.08,1,95.2,0.722306525,34.38179059,21.51745068,14.18,0,85.68,137
31,Male,73.3,sedentary,maintain,59.7,1683,95.52,131.34,155.22,58.64,87.96,146.6,0.8,95.52,1,87.96,1.4,102.62,1,119.4,0.814461119,48.62332879,22.96043656,16.83,0,107.46,81
62,Male,76.8,moderately_active,weight_gain,56.4,1587,90.24,124.08,146.64,61.44,92.16,153.6,1.4,157.92,1.2,110.592,1.4,107.52,1.5,169.2,0.734375,41.41875,20.6640625,15.87,4,146.64,134
23,Male,59,sedentary,muscle_gain,49.8,1479,79.68,109.56,129.48,47.2,70.8,118,0.8,79.68,1,70.8,1.4,82.6,1,99.6,0.844067797,42.03457627,25.06779661,14.79,0,89.64,110
19,Male,62.6,moderately_active,weight_loss,55.7,1629,89.12,122.54,144.82,50.08,75.12,125.2,1.4,155.96,1,75.12,1.4,87.64,1.3,144.82,0.889776358,49.56054313,26.02236422,16.29,0,100.26,113
38,Male,58.9,lightly_active,muscle_gain,48.7,1443,77.92,107.14,126.62,47.12,70.68,117.8,1.1,107.14,1,70.68,1.4,82.46,1,97.4,0.826825127,40.2663837,24.4991511,14.43,1,97.4,128
25,Male,82.5,sedentary,weight_loss,65.6,1808,104.96,144.32,170.56,66,99,165,0.8,104.96,1,99,1.4,115.5,1.3,170.56,0.795151515,52.16193939,21.91515152,18.08,0,118.08,163
24,Male,61.4,moderately_active,weight_loss,52.6,1545,84.16,115.72,136.76,49.12,73.68,122.8,1.4,147.28,1,73.68,1.4,85.96,1.3,136.76,0.856677524,45.06123779,25.16286645,15.45,0,94.68,129
35,Male,65.3,lightly_active,muscle_gain,54,1562,86.4,118.8,140.4,52.24,78.36,130.6,1.1,118.8,1,78.36,1.4,91.42,1,108,0.826952527,44.65543645,23.92036753,15.62,1,108,132
25,Female,61.5,sedentary,muscle_gain,42.3,1290,67.68,93.06,109.98,49.2,73.8,123,0.8,67.68,1,73.8,1.2,73.8,1,84.6,0.687804878,29.09414634,20.97560976,12.9,0,76.14,120
31,Female,39.1,moderately_active,weight_loss,30.3,1020,48.48,66.66,78.78,31.28,46.92,78.2,1.4,84.84,1,46.92,1.2,46.92,1.3,78.78,0.774936061,23.48056266,26.08695652,10.2,0,54.54,72
31,Female,70.5,lightly_active,weight_loss,46.5,1390,74.4,102.3,120.9,56.4,84.6,141,1.1,102.3,1,84.6,1.2,84.6,1.3,120.9,0.659574468,30.67021277,19.71631206,13.9,0,83.7,150
67,Female,73.1,lightly_active,muscle_gain,39.8,1222,63.68,87.56,103.48,58.48,87.72,146.2,1.1,87.56,1.2,105.264,1.2,87.72,1,79.6,0.544459644,21.66949384,16.71682627,12.22,1,79.6,161
59,Male,58.6,sedentary,muscle_gain,45.4,1343,72.64,99.88,118.04,46.88,70.32,117.2,0.8,72.64,1.2,84.384,1.4,82.04,1,90.8,0.774744027,35.17337884,22.91808874,13.43,0,81.72,122
30,Male,70,lightly_active,maintain,54.4,1563,87.04,119.68,141.44,56,84,140,1.1,119.68,1,84,1.4,98,1,108.8,0.777142857,42.27657143,22.32857143,15.63,1,108.8,82
26,Male,45,lightly_active,weight_loss,39.7,1273,63.52,87.34,103.22,36,54,90,1.1,87.34,1,54,1.4,63,1.3,103.22,0.882222222,35.02422222,28.28888889,12.73,0,71.46,102
31,Male,72.9,moderately_active,muscle_gain,59.3,1673,94.88,130.46,154.18,58.32,87.48,145.8,1.4,166.04,1,87.48,1.4,102.06,1,118.6,0.813443073,48.23717421,22.94924554,16.73,2,130.46,157
29,Male,57.4,lightly_active,weight_loss,49.5,1482,79.2,108.9,128.7,45.92,68.88,114.8,1.1,108.9,1,68.88,1.4,80.36,1.3,128.7,0.862369338,42.68728223,25.81881533,14.82,0,89.1,122
16,Male,70.2,very_active,weight_loss,58.5,1668,93.6,128.7,152.1,56.16,84.24,140.4,1.7,198.9,1,84.24,1.4,98.28,1.3,152.1,0.833333333,48.75,23.76068376,16.68,0,105.3,156
20,Female,59.5,lightly_active,muscle_gain,43.9,1336,70.24,96.58,114.14,47.6,71.4,119,1.1,96.58,1,71.4,1.2,71.4,1,87.8,0.737815126,32.39008403,22.45378151,13.36,1,87.8,125
24,Female,57.5,moderately_active,maintain,43.2,1324,69.12,95.04,112.32,46,69,115,1.4,120.96,1,69,1.2,69,1,86.4,0.751304348,32.45634783,23.02608696,13.24,2,95.04,63
49,Male,62.9,sedentary,weight_loss,50.6,1478,80.96,111.32,131.56,50.32,75.48,125.8,0.8,80.96,1,75.48,1.4,88.06,1.3,131.56,0.80445151,40.70524642,23.49761526,14.78,0,91.08,130
27,Female,62.4,very_active,weight_loss,43.2,1312,69.12,95.04,112.32,49.92,74.88,124.8,1.7,146.88,1,74.88,1.2,74.88,1.3,112.32,0.692307692,29.90769231,21.02564103,13.12,0,77.76,146
44,Female,67.3,lightly_active,muscle_gain,46.1,1373,73.76,101.42,119.86,53.84,80.76,134.6,1.1,101.42,1,80.76,1.2,80.76,1,92.2,0.684992571,31.5781575,20.40118871,13.73,1,92.2,140
25,Female,46.8,moderately_active,weight_loss,36,1158,57.6,79.2,93.6,37.44,56.16,93.6,1.4,100.8,1,56.16,1.2,56.16,1.3,93.6,0.769230769,27.69230769,24.74358974,11.58,0,64.8,97
47,Male,59.9,moderately_active,weight_gain,47.3,1396,75.68,104.06,122.98,47.92,71.88,119.8,1.4,132.44,1,71.88,1.4,83.86,1.5,141.9,0.789649416,37.35041736,23.30550918,13.96,4,122.98,90
24,Male,67.6,sedentary,muscle_gain,56.9,1631,91.04,125.18,147.94,54.08,81.12,135.2,0.8,91.04,1,81.12,1.4,94.64,1,113.8,0.841715976,47.89363905,24.12721893,16.31,0,102.42,125
53,Male,70.5,moderately_active,weight_loss,53.2,1519,85.12,117.04,138.32,56.4,84.6,141,1.4,148.96,1.2,101.52,1.4,98.7,1.3,138.32,0.754609929,40.14524823,21.54609929,15.19,0,95.76,168
50,Male,80.7,sedentary,weight_loss,60.4,1683,96.64,132.88,157.04,64.56,96.84,161.4,0.8,96.64,1.2,116.208,1.4,112.98,1.3,157.04,0.748451053,45.20644362,20.85501859,16.83,0,108.72,193
17,Female,62.1,moderately_active,muscle_gain,44.5,1349,71.2,97.9,115.7,49.68,74.52,124.2,1.4,124.6,1,74.52,1.2,74.52,1,89,0.716586151,31.88808374,21.72302738,13.49,2,97.9,125
16,Male,77.7,lightly_active,weight_loss,63.2,1764,101.12,139.04,164.32,62.16,93.24,155.4,1.1,139.04,1,93.24,1.4,108.78,1.3,164.32,0.813384813,51.40592021,22.7027027,17.64,0,113.76,140
19,Male,61.5,moderately_active,muscle_gain,52.8,1551,84.48,116.16,137.28,49.2,73.8,123,1.4,147.84,1,73.8,1.4,86.1,1,105.6,0.858536585,45.33073171,25.2195122,15.51,2,116.16,115
30,Female,63.6,moderately_active,muscle_gain,45,1354,72,99,117,50.88,76.32,127.2,1.4,126,1,76.32,1.2,76.32,1,90,0.70754717,31.83962264,21.28930818,13.54,2,99,121
32,Female,55.5,very_active,muscle_gain,40.3,1244,64.48,88.66,104.78,44.4,66.6,111,1.7,137.02,1,66.6,1.2,66.6,1,80.6,0.726126126,29.26288288,22.41441441,12.44,3,96.72,110
30,Male,79.8,sedentary,muscle_gain,61.4,1716,98.24,135.08,159.64,63.84,95.76,159.6,0.8,98.24,1,95.76,1.4,111.72,1,122.8,0.769423559,47.24260652,21.5037594,17.16,0,110.52,167
38,Female,55.7,sedentary,weight_loss,39.3,1212,62.88,86.46,102.18,44.56,66.84,111.4,0.8,62.88,1,66.84,1.2,66.84,1.3,102.18,0.70556553,27.72872531,21.75942549,12.12,0,70.74,110
24,Male,69.3,sedentary,weight_loss,57.7,1645,92.32,126.94,150.02,55.44,83.16,138.6,0.8,92.32,1,83.16,1.4,97.02,1.3,150.02,0.832611833,48.04170274,23.73737374,16.45,0,103.86,138
38,Male,63.1,moderately_active,weight_loss,50.2,1467,80.32,110.44,130.52,50.48,75.72,126.2,1.4,140.56,1,75.72,1.4,88.34,1.3,130.52,0.795562599,39.93724247,23.24881141,14.67,0,90.36,120
19,Male,78.8,lightly_active,muscle_gain,65.6,1815,104.96,144.32,170.56,63.04,94.56,157.6,1.1,144.32,1,94.56,1.4,110.32,1,131.2,0.83248731,54.61116751,23.03299492,18.15,1,131.2,159
20,Female,66.1,sedentary,weight_gain,48,1431,76.8,105.6,124.8,52.88,79.32,132.2,0.8,76.8,1,79.32,1.2,79.32,1.5,144,0.726172466,34.85627837,21.64901664,14.31,0,86.4,102
29,Female,68.9,lightly_active,maintain,46.1,1381,73.76,101.42,119.86,55.12,82.68,137.8,1.1,101.42,1,82.68,1.2,82.68,1,92.2,0.669085631,30.84484761,20.04354136,13.81,1,92.2,72
51,Male,84.4,extra_active,weight_gain,59.8,1671,95.68,131.56,155.48,67.52,101.28,168.8,0.8,95.68,1.2,121.536,1.4,118.16,1.5,179.4,0.708530806,42.37014218,19.7985782,16.71,0,107.64,134
16,Male,63.6,lightly_active,maintain,54.3,1582,86.88,119.46,141.18,50.88,76.32,127.2,1.1,119.46,1,76.32,1.4,89.04,1,108.6,0.853773585,46.35990566,24.87421384,15.82,1,108.6,80
48,Male,80.9,very_active,weight_loss,62.2,1724,99.52,136.84,161.72,64.72,97.08,161.8,1.7,211.48,1,97.08,1.4,113.26,1.3,161.72,0.768850433,47.82249691,21.31025958,17.24,0,111.96,169
62,Male,78.9,sedentary,muscle_gain,57.8,1620,92.48,127.16,150.28,63.12,94.68,157.8,0.8,92.48,1.2,113.616,1.4,110.46,1,115.6,0.732572877,42.34271229,20.53231939,16.2,0,104.04,165
27,Male,80.6,very_active,muscle_gain,63.7,1766,101.92,140.14,165.62,64.48,96.72,161.2,1.7,216.58,1,96.72,1.4,112.84,1,127.4,0.790322581,50.34354839,21.91066998,17.66,3,152.88,162
33,Male,76.2,lightly_active,maintain,61.1,1709,97.76,134.42,158.86,60.96,91.44,152.4,1.1,134.42,1,91.44,1.4,106.68,1,122.2,0.80183727,48.99225722,22.42782152,17.09,1,122.2,90
45,Female,85.9,lightly_active,muscle_gain,50.4,1499,80.64,110.88,131.04,68.72,103.08,171.8,1.1,110.88,1,103.08,1.2,103.08,1,100.8,0.586728754,29.57112922,17.45052386,14.99,1,100.8,161
38,Female,61.4,sedentary,weight_loss,43.2,1306,69.12,95.04,112.32,49.12,73.68,122.8,0.8,69.12,1,73.68,1.2,73.68,1.3,112.32,0.703583062,30.39478827,21.27035831,13.06,0,77.76,125
32,Male,80.3,lightly_active,muscle_gain,60.1,1688,96.16,132.22,156.26,64.24,96.36,160.6,1.1,132.22,1,96.36,1.4,112.42,1,120.2,0.748443337,44.98144458,21.02117061,16.88,1,120.2,149
32,Male,83.1,lightly_active,weight_loss,62.4,1738,99.84,137.28,162.24,66.48,99.72,166.2,1.1,137.28,1,99.72,1.4,116.34,1.3,162.24,0.750902527,46.85631769,20.91456077,17.38,0,112.32,154
63,Male,90.9,sedentary,weight_loss,60.1,1683,96.16,132.22,156.26,72.72,109.08,181.8,0.8,96.16,1.2,130.896,1.4,127.26,1.3,156.26,0.661166117,39.73608361,18.51485149,16.83,0,108.18,166
21,Male,65.8,lightly_active,weight_gain,56.4,1627,90.24,124.08,146.64,52.64,78.96,131.6,1.1,124.08,1,78.96,1.4,92.12,1.5,169.2,0.857142857,48.34285714,24.72644377,16.27,2,124.08,96
35,Female,59.5,very_active,weight_gain,42.4,1290,67.84,93.28,110.24,47.6,71.4,119,1.7,144.16,1,71.4,1.2,71.4,1.5,127.2,0.712605042,30.21445378,21.68067227,12.9,6,127.2,84
28,Female,57.4,sedentary,weight_loss,42.2,1295,67.52,92.84,109.72,45.92,68.88,114.8,0.8,67.52,1,68.88,1.2,68.88,1.3,109.72,0.735191638,31.02508711,22.56097561,12.95,0,75.96,132
20,Male,84.1,lightly_active,maintain,66.4,1828,106.24,146.08,172.64,67.28,100.92,168.2,1.1,146.08,1,100.92,1.4,117.74,1,132.8,0.789536266,52.42520809,21.73602854,18.28,1,132.8,99
42,Male,54.1,moderately_active,maintain,43.4,1314,69.44,95.48,112.84,43.28,64.92,108.2,1.4,121.52,1,64.92,1.4,75.74,1,86.8,0.802218115,34.81626617,24.2883549,13.14,2,95.48,58
22,Female,55.5,extra_active,muscle_gain,42.6,1316,68.16,93.72,110.76,44.4,66.6,111,0.8,68.16,1,66.6,1.2,66.6,1,85.2,0.767567568,32.69837838,23.71171171,13.16,0,76.68,102
34,Male,81.1,moderately_active,weight_loss,63.4,1757,101.44,139.48,164.84,64.88,97.32,162.2,1.4,177.52,1,97.32,1.4,113.54,1.3,164.84,0.781750925,49.56300863,21.66461159,17.57,0,114.12,188
28,Female,53.1,sedentary,weight_loss,41.3,1293,66.08,90.86,107.38,42.48,63.72,106.2,0.8,66.08,1,63.72,1.2,63.72,1.3,107.38,0.777777778,32.12222222,24.35028249,12.93,0,74.34,97
16,Male,73.4,moderately_active,weight_loss,60.5,1707,96.8,133.1,157.3,58.72,88.08,146.8,1.4,169.4,1,88.08,1.4,102.76,1.3,157.3,0.824250681,49.86716621,23.25613079,17.07,0,108.9,163
20,Female,38,moderately_active,weight_gain,30.6,1046,48.96,67.32,79.56,30.4,45.6,76,1.4,85.68,1,45.6,1.2,45.6,1.5,91.8,0.805263158,24.64105263,27.52631579,10.46,4,79.56,66
39,Female,53.2,lightly_active,maintain,38,1182,60.8,83.6,98.8,42.56,63.84,106.4,1.1,83.6,1,63.84,1.2,63.84,1,76,0.714285714,27.14285714,22.21804511,11.82,1,76,74
30,Female,68.7,lightly_active,weight_loss,46.5,1389,74.4,102.3,120.9,54.96,82.44,137.4,1.1,102.3,1,82.44,1.2,82.44,1.3,120.9,0.676855895,31.47379913,20.21834061,13.89,0,83.7,133
44,Female,51.5,lightly_active,weight_gain,36.4,1137,58.24,80.08,94.64,41.2,61.8,103,1.1,80.08,1,61.8,1.2,61.8,1.5,109.2,0.706796117,25.72737864,22.0776699,11.37,2,80.08,84
24,Male,78.3,very_active,maintain,64.7,1794,103.52,142.34,168.22,62.64,93.96,156.6,1.7,219.98,1,93.96,1.4,109.62,1,129.4,0.826309068,53.46219668,22.91187739,17.94,3,155.28,86
25,Female,63.9,very_active,muscle_gain,43.8,1327,70.08,96.36,113.88,51.12,76.68,127.8,1.7,148.92,1,76.68,1.2,76.68,1,87.6,0.685446009,30.02253521,20.76682316,13.27,3,105.12,130
22,Female,45.1,sedentary,maintain,35.8,1167,57.28,78.76,93.08,36.08,54.12,90.2,0.8,57.28,1,54.12,1.2,54.12,1,71.6,0.793791574,28.41773836,25.87583149,11.67,0,64.44,50
24,Male,68.6,sedentary,weight_loss,56.9,1629,91.04,125.18,147.94,54.88,82.32,137.2,0.8,91.04,1,82.32,1.4,96.04,1.3,147.94,0.829446064,47.19548105,23.74635569,16.29,0,102.42,158
60,Male,94.4,moderately_active,muscle_gain,67.2,1832,107.52,147.84,174.72,75.52,113.28,188.8,1.4,188.16,1.2,135.936,1.4,132.16,1,134.4,0.711864407,47.83728814,19.40677966,18.32,2,147.84,200
18,Male,49.4,lightly_active,weight_loss,45,1413,72,99,117,39.52,59.28,98.8,1.1,99,1,59.28,1.4,69.16,1.3,117,0.910931174,40.99190283,28.60323887,14.13,0,81,110
20,Male,60.8,moderately_active,weight_loss,53.8,1587,86.08,118.36,139.88,48.64,72.96,121.6,1.4,150.64,1,72.96,1.4,85.12,1.3,139.88,0.884868421,47.60592105,26.10197368,15.87,0,96.84,130
22,Male,78.3,very_active,weight_loss,60.4,1700,96.64,132.88,157.04,62.64,93.96,156.6,1.7,205.36,1,93.96,1.4,109.62,1.3,157.04,0.771392082,46.59208174,21.71136654,17,0,108.72,177
59,Female,50.9,very_active,weight_loss,34.9,1089,55.84,76.78,90.74,40.72,61.08,101.8,1.7,118.66,1.2,73.296,1.2,61.08,1.3,90.74,0.685658153,23.92946955,21.39489194,10.89,0,62.82,119
42,Male,62.9,very_active,weight_loss,50.1,1465,80.16,110.22,130.26,50.32,75.48,125.8,1.7,170.34,1,75.48,1.4,88.06,1.3,130.26,0.796502385,39.90476948,23.290938,14.65,0,90.18,116
23,Female,42.3,sedentary,weight_loss,34.7,1165,55.52,76.34,90.22,33.84,50.76,84.6,0.8,55.52,1,50.76,1.2,50.76,1.3,90.22,0.820330969,28.46548463,27.54137116,11.65,0,62.46,78
35,Male,66.8,moderately_active,maintain,55.7,1603,89.12,122.54,144.82,53.44,80.16,133.6,1.4,155.96,1,80.16,1.4,93.52,1,111.4,0.833832335,46.44446108,23.99700599,16.03,2,122.54,70
23,Male,77.3,very_active,weight_loss,62.5,1745,100,137.5,162.5,61.84,92.76,154.6,1.7,212.5,1,92.76,1.4,108.22,1.3,162.5,0.808538163,50.53363519,22.57438551,17.45,0,112.5,166
56,Male,75.8,sedentary,maintain,52.7,1509,84.32,115.94,137.02,60.64,90.96,151.6,0.8,84.32,1.2,109.152,1.4,106.12,1,105.4,0.69525066,36.63970976,19.90765172,15.09,0,94.86,82
26,Male,76,lightly_active,weight_gain,60.8,1706,97.28,133.76,158.08,60.8,91.2,152,1.1,133.76,1,91.2,1.4,106.4,1.5,182.4,0.8,48.64,22.44736842,17.06,2,133.76,131
54,Male,71,lightly_active,muscle_gain,53.1,1517,84.96,116.82,138.06,56.8,85.2,142,1.1,116.82,1.2,102.24,1.4,99.4,1,106.2,0.747887324,39.7128169,21.36619718,15.17,1,106.2,132
45,Male,65.3,very_active,weight_loss,53.2,1540,85.12,117.04,138.32,52.24,78.36,130.6,1.7,180.88,1,78.36,1.4,91.42,1.3,138.32,0.814701378,43.34211332,23.58346095,15.4,0,95.76,121
45,Male,71.3,sedentary,weight_loss,53.9,1540,86.24,118.58,140.14,57.04,85.56,142.6,0.8,86.24,1,85.56,1.4,99.82,1.3,140.14,0.755960729,40.74628331,21.59887798,15.4,0,97.02,147
29,Female,57.2,moderately_active,weight_loss,42.6,1305,68.16,93.72,110.76,45.76,68.64,114.4,1.4,119.28,1,68.64,1.2,68.64,1.3,110.76,0.744755245,31.72657343,22.81468531,13.05,0,76.68,127
19,Female,45.3,lightly_active,muscle_gain,36.9,1211,59.04,81.18,95.94,36.24,54.36,90.6,1.1,81.18,1,54.36,1.2,54.36,1,73.8,0.814569536,30.05761589,26.73289183,12.11,1,73.8,94
22,Male,61.6,very_active,muscle_gain,51.7,1520,82.72,113.74,134.42,49.28,73.92,123.2,1.7,175.78,1,73.92,1.4,86.24,1,103.4,0.839285714,43.39107143,24.67532468,15.2,3,124.08,114
23,Female,66.3,lightly_active,muscle_gain,45.7,1374,73.12,100.54,118.82,53.04,79.56,132.6,1.1,100.54,1,79.56,1.2,79.56,1,91.4,0.689291101,31.50060332,20.7239819,13.74,1,91.4,122
65,Female,69.9,sedentary,weight_gain,40,1217,64,88,104,55.92,83.88,139.8,0.8,64,1.2,100.656,1.2,83.88,1.5,120,0.572246066,22.88984263,17.41058655,12.17,0,72,98
46,Male,88.9,very_active,weight_loss,64.8,1783,103.68,142.56,168.48,71.12,106.68,177.8,1.7,220.32,1,106.68,1.4,124.46,1.3,168.48,0.728908886,47.23329584,20.05624297,17.83,0,116.64,166
19,Female,55.7,moderately_active,maintain,41.2,1273,65.92,90.64,107.12,44.56,66.84,111.4,1.4,115.36,1,66.84,1.2,66.84,1,82.4,0.73967684,30.47468582,22.8545781,12.73,2,90.64,76
21,Female,48.2,moderately_active,muscle_gain,37.9,1213,60.64,83.38,98.54,38.56,57.84,96.4,1.4,106.12,1,57.84,1.2,57.84,1,75.8,0.786307054,29.80103734,25.1659751,12.13,2,83.38,93
39,Male,82.2,moderately_active,weight_loss,63.5,1755,101.6,139.7,165.1,65.76,98.64,164.4,1.4,177.8,1,98.64,1.4,115.08,1.3,165.1,0.772506083,49.05413625,21.35036496,17.55,0,114.3,156
27,Male,71.3,moderately_active,weight_loss,58.6,1663,93.76,128.92,152.36,57.04,85.56,142.6,1.4,164.08,1,85.56,1.4,99.82,1.3,152.36,0.821879383,48.16213184,23.32398317,16.63,0,105.48,163
47,Male,60.4,moderately_active,muscle_gain,46.9,1385,75.04,103.18,121.94,48.32,72.48,120.8,1.4,131.32,1,72.48,1.4,84.56,1,93.8,0.776490066,36.41738411,22.93046358,13.85,2,103.18,126
66,Male,77.9,sedentary,weight_loss,53,1510,84.8,116.6,137.8,62.32,93.48,155.8,0.8,84.8,1.2,112.176,1.4,109.06,1.3,137.8,0.680359435,36.05905006,19.38382542,15.1,0,95.4,185
32,Female,64.6,extra_active,muscle_gain,45.2,1358,72.32,99.44,117.52,51.68,77.52,129.2,0.8,72.32,1,77.52,1.2,77.52,1,90.4,0.699690402,31.62600619,21.02167183,13.58,0,81.36,117
32,Male,67.2,sedentary,weight_gain,56.2,1615,89.92,123.64,146.12,53.76,80.64,134.4,0.8,89.92,1,80.64,1.4,94.08,1.5,168.6,0.836309524,47.00059524,24.0327381,16.15,0,101.16,98
19,Female,40.8,lightly_active,weight_loss,32,1069,51.2,70.4,83.2,32.64,48.96,81.6,1.1,70.4,1,48.96,1.2,48.96,1.3,83.2,0.784313725,25.09803922,26.20098039,10.69,0,57.6,91
25,Female,46.2,lightly_active,maintain,36.3,1175,58.08,79.86,94.38,36.96,55.44,92.4,1.1,79.86,1,55.44,1.2,55.44,1,72.6,0.785714286,28.52142857,25.43290043,11.75,1,72.6,52
35,Female,63.5,sedentary,weight_gain,44.4,1336,71.04,97.68,115.44,50.8,76.2,127,0.8,71.04,1,76.2,1.2,76.2,1.5,133.2,0.699212598,31.04503937,21.03937008,13.36,0,79.92,104
45,Female,68.9,sedentary,weight_loss,44.4,1329,71.04,97.68,115.44,55.12,82.68,137.8,0.8,71.04,1,82.68,1.2,82.68,1.3,115.44,0.644412192,28.61190131,19.28882438,13.29,0,79.92,150
33,Male,67,sedentary,muscle_gain,55.8,1604,89.28,122.76,145.08,53.6,80.4,134,0.8,89.28,1,80.4,1.4,93.8,1,111.6,0.832835821,46.47223881,23.94029851,16.04,0,100.44,125
25,Male,68.4,very_active,weight_loss,59.6,1704,95.36,131.12,154.96,54.72,82.08,136.8,1.7,202.64,1,82.08,1.4,95.76,1.3,154.96,0.871345029,51.93216374,24.9122807,17.04,0,107.28,140
24,Female,60.1,moderately_active,maintain,43.3,1317,69.28,95.26,112.58,48.08,72.12,120.2,1.4,121.24,1,72.12,1.2,72.12,1,86.6,0.72046589,31.19617304,21.91347754,13.17,2,95.26,61
